País,Ano,Taxa_homicidios,Continente
Brunei,2013,0.48578766,Ásia
Brunei,2023,,Ásia
Bulgaria,1990,2.5890255,Europa
Bulgaria,1991,4.2996397,Europa
Bulgaria,1992,5.3296165,Europa
Bulgaria,1993,5.690042,Europa
Bulgaria,1994,5.755419,Europa
Bulgaria,1995,5.8271346,Europa
Bulgaria,1996,5.213432,Europa
Bulgaria,1997,4.7842484,Europa
Bulgaria,1998,4.6266346,Europa
Bulgaria,1999,4.006223,Europa
Bulgaria,2000,4.0999336,Europa
Bulgaria,2001,3.8332958,Europa
Bulgaria,2002,3.1975684,Europa
Bulgaria,2003,3.1195772,Europa
Bulgaria,2004,3.1022272,Europa
Bulgaria,2005,2.5463128,Europa
Bulgaria,2006,2.3950443,Europa
Bulgaria,2007,2.2930324,Europa
Bulgaria,2008,2.2410676,Europa
Bulgaria,2009,1.9647045,Europa
Bulgaria,2010,1.9493504,Europa
Bulgaria,2011,1.6969084,Europa
Bulgaria,2012,1.8829263,Europa
Bulgaria,2013,1.466795,Europa
Bulgaria,2014,1.5192327,Europa
Bulgaria,2015,1.7238421,Europa
Bulgaria,2016,1.0902605,Europa
Bulgaria,2017,1.4340552,Europa
Bulgaria,2018,1.2926012,Europa
Bulgaria,2019,1.1768823,Europa
Bulgaria,2020,0.9886555,Europa
Bulgaria,2021,1.2925023,Europa
Bulgaria,2022,1.1206212,Europa
Bulgaria,2023,,Europa
Burkina Faso,2023,,África
Burundi,2012,5.1043954,África
Burundi,2013,5.123366,África
Burundi,2014,5.374032,África
Burundi,2015,4.2975073,África
Burundi,2016,5.8239098,África
Burundi,2023,,África
Cambodia,1992,4.414391,Ásia
Cambodia,1993,5.8475814,Ásia
Cambodia,1994,2.8487208,Ásia
Cambodia,1995,3.6356883,Ásia
Cambodia,1996,4.84681,Ásia
Cambodia,1997,2.7730227,Ásia
Cambodia,1998,6.7957387,Ásia
Cambodia,1999,4.8827605,Ásia
Cambodia,2000,4.711672,Ásia
Cambodia,2001,3.2987006,Ásia
Cambodia,2002,3.3832788,Ásia
Cambodia,2003,3.9803839,Ásia
Cambodia,2004,3.9258254,Ásia
Cambodia,2005,3.3820043,Ásia
Cambodia,2006,2.967848,Ásia
Cambodia,2007,2.8655195,Ásia
Cambodia,2008,2.3881428,Ásia
Cambodia,2009,2.338274,Ásia
Cambodia,2010,2.3044472,Ásia
Cambodia,2011,1.8389057,Ásia
Cambodia,2023,,Ásia
Cameroon,2000,3.041428,África
Cameroon,2001,4.873089,África
Cameroon,2002,6.478559,África
Cameroon,2003,6.126819,África
Cameroon,2008,4.1326976,África
Cameroon,2009,6.609979,África
Cameroon,2010,5.025647,África
Cameroon,2011,4.0833545,África
Cameroon,2012,4.1839643,África
Cameroon,2015,3.741421,África
Cameroon,2016,3.3190465,África
Cameroon,2017,4.1159043,África
Cameroon,2020,4.537375,África
Cameroon,2023,,África
Canada,1990,2.3755112,América do Norte
Canada,1991,2.691342,América do Norte
Canada,1992,2.585753,América do Norte
Canada,1993,2.1836066,América do Norte
Canada,1994,2.0565064,América do Norte
Canada,1995,2.0041363,América do Norte
Canada,1996,2.142337,América do Norte
Canada,1997,1.9609975,América do Norte
Canada,1998,1.8543822,América do Norte
Canada,1999,1.7730392,América do Norte
Canada,2000,1.7794689,América do Norte
Canada,2001,1.7869375,América do Norte
Canada,2002,1.8580953,América do Norte
Canada,2003,1.736273,América do Norte
Canada,2004,1.9585313,América do Norte
Canada,2005,2.061093,América do Norte
Canada,2006,1.8689367,América do Norte
Canada,2007,1.8166625,América do Norte
Canada,2008,1.8483653,América do Norte
Canada,2009,1.815805,América do Norte
Canada,2010,1.6400001,América do Norte
Canada,2011,1.774293,América do Norte
Canada,2012,1.582503,América do Norte
Canada,2013,1.4516441,América do Norte
Canada,2014,1.4828578,América do Norte
Canada,2015,1.7099458,América do Norte
Canada,2016,1.7057317,América do Norte
Canada,2017,1.819209,América do Norte
Canada,2018,1.7874861,América do Norte
Canada,2019,1.8362274,América do Norte
Canada,2020,2.016432,América do Norte
Canada,2021,2.0862265,América do Norte
Canada,2022,2.2728262,América do Norte
Canada,2023,,América do Norte
Cape Verde,2003,3.1244206,África
Cape Verde,2004,4.3158107,África
Cape Verde,2005,8.928073,África
Cape Verde,2006,7.015659,África
Cape Verde,2013,10.001111,África
Cape Verde,2014,11.903105,África
Cape Verde,2015,8.330828,África
Cape Verde,2016,11.103261,África
Cape Verde,2017,6.7262115,África
Cape Verde,2018,5.4271564,África
Cape Verde,2019,5.718935,África
Cape Verde,2020,6.1787724,África
Cape Verde,2023,,África
Cayman Islands,1990,7.6841803,América do Norte
Cayman Islands,1991,7.315155,América do Norte
Cayman Islands,1992,3.487176,América do Norte
Cayman Islands,1993,6.658122,América do Norte
Cayman Islands,1994,6.365879,América do Norte
Cayman Islands,1995,6.0971894,América do Norte
Cayman Islands,1996,2.9245324,América do Norte
Cayman Islands,1997,5.6212935,América do Norte
Cayman Islands,1998,2.7066164,América do Norte
Cayman Islands,1999,0.0,América do Norte
Cayman Islands,2000,10.08611,América do Norte
Cayman Islands,2001,4.871573,América do Norte
Cayman Islands,2002,0.0,América do Norte
Cayman Islands,2003,6.8395553,América do Norte
Cayman Islands,2004,11.040818,América do Norte
Cayman Islands,2005,6.4203396,América do Norte
Cayman Islands,2006,2.0756793,América do Norte
Cayman Islands,2007,4.028441,América do Norte
Cayman Islands,2008,7.824267,América do Norte
Cayman Islands,2009,15.208692,América do Norte
Cayman Islands,2010,16.644012,América do Norte
Cayman Islands,2013,8.589294,América do Norte
Cayman Islands,2014,8.394966,América do Norte
Cayman Islands,2017,4.718391,América do Norte
Cayman Islands,2018,10.788484,América do Norte
Cayman Islands,2019,3.024163,América do Norte
Cayman Islands,2020,4.456957,América do Norte
Cayman Islands,2023,,América do Norte
Central African Republic,2023,,África
Chad,2023,,África
Chile,2003,3.2347333,América do Sul
Chile,2005,3.5609825,América do Sul
Chile,2006,3.6119704,América do Sul
Chile,2007,3.7343433,América do Sul
Chile,2008,3.529102,América do Sul
Chile,2009,3.742549,América do Sul
Chile,2010,3.181574,América do Sul
Chile,2011,3.7033644,América do Sul
Chile,2012,2.5026278,América do Sul
Chile,2013,3.175342,América do Sul
Chile,2014,2.4763799,América do Sul
Chile,2015,2.3446956,América do Sul
Chile,2016,3.4284678,América do Sul
Chile,2017,4.240938,América do Sul
Chile,2018,4.4114223,América do Sul
Chile,2019,4.853072,América do Sul
Chile,2020,5.7771077,América do Sul
Chile,2021,4.647778,América do Sul
Chile,2022,6.7436137,América do Sul
Chile,2023,,América do Sul
China,1995,2.2457106,Ásia
China,1996,2.0687962,Ásia
China,1997,2.1061537,Ásia
China,2002,2.0513282,Ásia
China,2003,1.8925831,Ásia
China,2004,1.9055121,Ásia
China,2005,1.5917081,Ásia
China,2006,1.3687598,Ásia
China,2007,1.2197381,Ásia
China,2008,1.1134691,Ásia
China,2009,1.0952669,Ásia
China,2010,0.9946659,Ásia
China,2011,0.8853467,Ásia
China,2012,0.82586884,Ásia
China,2013,0.77319944,Ásia
China,2014,0.72791475,Ásia
China,2015,0.66010606,Ásia
China,2016,0.615883,Ásia
China,2017,0.5665558,Ásia
China,2018,0.53102547,Ásia
China,2019,0.5189666,Ásia
China,2020,0.50227034,Ásia
China,2023,,Ásia
Christmas Island,2023,,Ásia
Cocos Islands,2023,,Outros
Colombia,1990,74.628716,América do Sul
Colombia,1991,85.427574,América do Sul
Colombia,1992,83.043015,América do Sul
Colombia,1993,82.16443,América do Sul
Colombia,1994,76.72092,América do Sul
Colombia,1995,62.054317,América do Sul
Colombia,1996,63.741085,América do Sul
Colombia,1997,62.211826,América do Sul
Colombia,1998,60.849533,América do Sul
Colombia,1999,63.12033,América do Sul
Colombia,2000,67.6754,América do Sul
Colombia,2001,69.88325,América do Sul
Colombia,2002,70.170975,América do Sul
Colombia,2003,57.29256,América do Sul
Colombia,2004,48.525425,América do Sul
Colombia,2005,42.895775,América do Sul
Colombia,2006,40.86465,América do Sul
Colombia,2007,39.712208,América do Sul
Colombia,2008,36.836437,América do Sul
Colombia,2009,35.693077,América do Sul
Colombia,2010,34.494293,América do Sul
Colombia,2011,35.59345,América do Sul
Colombia,2012,35.90898,América do Sul
Colombia,2013,33.35357,América do Sul
Colombia,2014,28.585234,América do Sul
Colombia,2015,27.128765,América do Sul
Colombia,2016,26.040422,América do Sul
Colombia,2017,25.434488,América do Sul
Colombia,2018,23.877283,América do Sul
Colombia,2019,23.412247,América do Sul
Colombia,2020,22.485472,América do Sul
Colombia,2021,25.667473,América do Sul
Colombia,2022,25.26891,América do Sul
Colombia,2023,,América do Sul
Comoros,2023,,África
Congo,2023,,África
Cook Islands,2012,3.489514,Oceania
Cook Islands,2023,,Oceania
Costa Rica,1990,4.401166,América do Norte
Costa Rica,1991,4.07481,América do Norte
Costa Rica,1992,4.8164625,América do Norte
Costa Rica,1993,4.6984587,América do Norte
Costa Rica,1994,5.216167,América do Norte
Costa Rica,1995,5.1499414,América do Norte
Costa Rica,1996,5.1692533,América do Norte
Costa Rica,1997,5.6158414,América do Norte
Costa Rica,1998,5.8616924,América do Norte
Costa Rica,1999,6.279749,América do Norte
Costa Rica,2000,6.2575502,América do Norte
Costa Rica,2001,6.340633,América do Norte
Costa Rica,2002,6.2581515,América do Norte
Costa Rica,2003,7.1622787,América do Norte
Costa Rica,2004,6.5838976,América do Norte
Costa Rica,2005,7.7620196,América do Norte
Costa Rica,2006,8.017045,América do Norte
Costa Rica,2007,8.310775,América do Norte
Costa Rica,2008,11.372923,América do Norte
Costa Rica,2009,11.505265,América do Norte
Costa Rica,2010,11.401369,América do Norte
Costa Rica,2011,10.128363,América do Norte
Costa Rica,2012,8.592672,América do Norte
Costa Rica,2013,8.577627,América do Norte
Costa Rica,2014,9.846646,América do Norte
Costa Rica,2015,11.378396,América do Norte
Costa Rica,2016,11.688089,América do Norte
Costa Rica,2017,12.074871,América do Norte
Costa Rica,2018,11.605453,América do Norte
Costa Rica,2019,11.072799,América do Norte
Costa Rica,2020,11.126065,América do Norte
Costa Rica,2021,11.40871,América do Norte
Costa Rica,2022,12.662066,América do Norte
Costa Rica,2023,17.382385,América do Norte
Ivory Coast,2023,,África
Croatia,1990,2.811002,Europa
Croatia,1991,9.020497,Europa
Croatia,1992,8.065321,Europa
Croatia,1993,4.5488663,Europa
Croatia,1994,2.9671583,Europa
Croatia,1995,3.4532254,Europa
Croatia,1996,2.5637636,Europa
Croatia,1997,2.5045776,Europa
Croatia,1998,2.2532513,Europa
Croatia,1999,2.4102511,Europa
Croatia,2000,2.2205446,Europa
Croatia,2001,1.7973005,Europa
Croatia,2002,1.6284214,Europa
Croatia,2003,1.5466902,Europa
Croatia,2004,1.86796,Europa
Croatia,2005,1.5350989,Europa
Croatia,2006,1.6751329,Europa
Croatia,2007,1.4073216,Europa
Croatia,2008,1.6159633,Europa
Croatia,2009,1.1181777,Europa
Croatia,2010,1.4191923,Europa
Croatia,2011,1.12596,Europa
Croatia,2012,1.1773953,Europa
Croatia,2013,1.0675693,Europa
Croatia,2014,0.8403416,Europa
Croatia,2015,0.86960304,Europa
Croatia,2016,1.041728,Europa
Croatia,2017,1.097206,Europa
Croatia,2018,0.57685584,Europa
Croatia,2019,0.7990795,Europa
Croatia,2020,0.97635514,Europa
Croatia,2021,0.8127807,Europa
Croatia,2022,0.76916254,Europa
Croatia,2023,,Europa
Cuba,1992,6.240873,América do Norte
Cuba,1993,7.3978868,América do Norte
Cuba,1994,8.275768,América do Norte
Cuba,1995,7.7974114,América do Norte
Cuba,1996,6.6769857,América do Norte
Cuba,1997,6.792064,América do Norte
Cuba,1998,7.413612,América do Norte
Cuba,1999,5.501308,América do Norte
Cuba,2000,5.2855306,América do Norte
Cuba,2001,5.4313054,América do Norte
Cuba,2002,5.9176097,América do Norte
Cuba,2003,5.7325435,América do Norte
Cuba,2004,5.879578,América do Norte
Cuba,2005,6.082101,América do Norte
Cuba,2006,5.1151667,América do Norte
Cuba,2007,5.0399795,América do Norte
Cuba,2008,4.5669756,América do Norte
Cuba,2009,5.0074515,América do Norte
Cuba,2010,4.4728193,América do Norte
Cuba,2011,4.726203,América do Norte
Cuba,2012,5.4910607,América do Norte
Cuba,2013,5.953233,América do Norte
Cuba,2014,5.2947283,América do Norte
Cuba,2015,5.458605,América do Norte
Cuba,2016,5.043197,América do Norte
Cuba,2017,4.5517077,América do Norte
Cuba,2018,4.334299,América do Norte
Cuba,2019,4.41825,América do Norte
Cuba,2023,,América do Norte
Curaçao,2001,7.110808,América do Norte
Curaçao,2002,27.584743,América do Norte
Curaçao,2003,30.047237,América do Norte
Curaçao,2004,28.259686,América do Norte
Curaçao,2005,17.655487,América do Norte
Curaçao,2006,12.02694,América do Norte
Curaçao,2007,17.091825,América do Norte
Curaçao,2023,,América do Norte
Cyprus,1990,0.6341154,Ásia
Cyprus,1991,0.12514697,Ásia
Cyprus,1992,0.24678227,Ásia
Cyprus,1993,0.6053375,Ásia
Cyprus,1994,0.8289478,Ásia
Cyprus,1995,1.043578,Ásia
Cyprus,1996,1.136288,Ásia
Cyprus,1997,0.66854566,Ásia
Cyprus,1998,0.7653117,Ásia
Cyprus,1999,1.0734221,Ásia
Cyprus,2000,0.8436705,Ásia
Cyprus,2001,0.72551644,Ásia
Cyprus,2002,0.20362565,Ásia
Cyprus,2004,1.5706524,Ásia
Cyprus,2005,1.928525,Ásia
Cyprus,2006,1.4212109,Ásia
Cyprus,2007,1.2105714,Ásia
Cyprus,2008,0.82388157,Ásia
Cyprus,2009,1.710211,Ásia
Cyprus,2010,0.70816135,Ásia
Cyprus,2011,0.7859672,Ásia
Cyprus,2012,1.9021976,Ásia
Cyprus,2013,1.0283049,Ásia
Cyprus,2014,0.9345834,Ásia
Cyprus,2015,1.263392,Ásia
Cyprus,2016,1.0852488,Ásia
Cyprus,2017,0.5792194,Ásia
Cyprus,2018,1.2306874,Ásia
Cyprus,2019,1.2206664,Ásia
Cyprus,2020,1.212085,Ásia
Cyprus,2021,1.2859793,Ásia
Cyprus,2022,0.6392388,Ásia
Cyprus,2023,0.8729203,Ásia
Czechia,1994,2.0055606,Europa
Czechia,1995,1.7067988,Europa
Czechia,1996,1.6803211,Europa
Czechia,1997,1.8192352,Europa
Czechia,1998,1.695273,Europa
Czechia,1999,1.6781884,Europa
Czechia,2000,1.8661984,Europa
Czechia,2001,1.3196125,Europa
Czechia,2002,1.3576645,Europa
Czechia,2003,1.5905484,Europa
Czechia,2004,1.3059157,Europa
Czechia,2005,1.0505722,Europa
Czechia,2006,1.2615461,Europa
Czechia,2007,1.2188246,Europa
Czechia,2008,1.0984159,Europa
Czechia,2009,0.90198064,Europa
Czechia,2010,0.98425674,Europa
Czechia,2011,0.81933016,Europa
Czechia,2012,0.9989473,Europa
Czechia,2013,0.8559565,Europa
Czechia,2014,0.7701683,Europa
Czechia,2015,0.8362,Europa
Czechia,2016,0.6174252,Europa
Czechia,2017,0.62670296,Europa
Czechia,2019,0.863634,Europa
Czechia,2020,0.60773224,Europa
Czechia,2021,0.43764713,Europa
Czechia,2022,0.83857554,Europa
Czechia,2023,,Europa
Czechia,2023,,Europa
"Congo, The Democratic Republic of the",2023,,África
Vietnam,2023,,Ásia
Denmark,1990,0.79694843,Europa
Denmark,1991,1.3182573,Europa
Denmark,1992,1.1979591,Europa
Denmark,1993,1.3670208,Europa
Denmark,1994,1.4384902,Europa
Denmark,1995,1.1269872,Europa
Denmark,1996,1.2937576,Europa
Denmark,1997,1.6674935,Europa
Denmark,1998,0.9247042,Europa
Denmark,1999,0.97747046,Europa
Denmark,2000,1.0860091,Europa
Denmark,2001,0.9700137,Europa
Denmark,2002,0.89240944,Europa
Denmark,2010,0.75664103,Europa
Denmark,2011,0.8249618,Europa
Denmark,2012,0.83914185,Europa
Denmark,2013,0.85327494,Europa
Denmark,2014,1.3095832,Europa
Denmark,2015,1.0919731,Europa
Denmark,2016,0.9812757,Europa
Denmark,2017,1.2375191,Europa
Denmark,2018,1.005777,Europa
Denmark,2019,0.86268204,Europa
Denmark,2020,0.8239437,Europa
Denmark,2021,0.6320205,Europa
Denmark,2022,0.9860153,Europa
Denmark,2023,,Europa
Djibouti,2023,,África
Dominica,1998,13.055209,América do Norte
Dominica,1999,10.189599,América do Norte
Dominica,2000,2.926287,América do Norte
Dominica,2001,1.4672976,América do Norte
Dominica,2002,13.184495,América do Norte
Dominica,2003,11.688643,América do Norte
Dominica,2004,11.666229,América do Norte
Dominica,2005,11.649326,América do Norte
Dominica,2006,7.273574,América do Norte
Dominica,2007,10.178117,América do Norte
Dominica,2008,10.177081,América do Norte
Dominica,2009,18.899057,América do Norte
Dominica,2010,21.816595,América do Norte
Dominica,2011,8.728289,América do Norte
Dominica,2014,12.973721,América do Norte
Dominica,2015,12.855949,América do Norte
Dominica,2016,22.83268,América do Norte
Dominica,2017,26.987486,América do Norte
Dominica,2018,18.35575,América do Norte
Dominica,2019,18.200146,América do Norte
Dominica,2020,20.834925,América do Norte
Dominica,2021,13.809771,América do Norte
Dominica,2022,26.121326,América do Norte
Dominica,2023,,América do Norte
Dominican Republic,1991,12.4752655,América do Norte
Dominican Republic,1992,10.865263,América do Norte
Dominican Republic,1993,12.275487,América do Norte
Dominican Republic,1994,13.011504,América do Norte
Dominican Republic,1995,12.795827,América do Norte
Dominican Republic,1996,12.880175,América do Norte
Dominican Republic,1997,12.736077,América do Norte
Dominican Republic,1998,13.535172,América do Norte
Dominican Republic,1999,12.673316,América do Norte
Dominican Republic,2000,14.167304,América do Norte
Dominican Republic,2001,12.631156,América do Norte
Dominican Republic,2002,14.542187,América do Norte
Dominican Republic,2003,21.323223,América do Norte
Dominican Republic,2004,24.759134,América do Norte
Dominican Republic,2005,26.121775,América do Norte
Dominican Republic,2006,23.093077,América do Norte
Dominican Republic,2007,22.452177,América do Norte
Dominican Republic,2008,25.139275,América do Norte
Dominican Republic,2009,24.616344,América do Norte
Dominican Republic,2010,25.307508,América do Norte
Dominican Republic,2011,25.37426,América do Norte
Dominican Republic,2012,22.610172,América do Norte
Dominican Republic,2013,19.474157,América do Norte
Dominican Republic,2014,17.603382,América do Norte
Dominican Republic,2016,15.350139,América do Norte
Dominican Republic,2017,11.420795,América do Norte
Dominican Republic,2018,9.920551,América do Norte
Dominican Republic,2019,9.428515,América do Norte
Dominican Republic,2020,8.73663,América do Norte
Dominican Republic,2021,10.541584,América do Norte
Dominican Republic,2022,12.369954,América do Norte
Dominican Republic,2023,,América do Norte
Italy,2023,,Europa
Italy,2023,,Europa
Germany,2023,,Europa
Timor-Leste,2004,2.4313192,Outros
Timor-Leste,2005,4.7456264,Outros
Timor-Leste,2006,4.9267797,Outros
Timor-Leste,2007,6.082236,Outros
Timor-Leste,2008,3.3554602,Outros
Timor-Leste,2009,3.0031722,Outros
Timor-Leste,2010,3.5829551,Outros
Timor-Leste,2015,4.063648,Outros
Timor-Leste,2023,,Outros
Ecuador,1990,8.536017,América do Sul
Ecuador,1991,10.789536,América do Sul
Ecuador,1992,8.566804,América do Sul
Ecuador,1993,8.317742,América do Sul
Ecuador,1994,10.037319,América do Sul
Ecuador,1995,11.867913,América do Sul
Ecuador,1996,12.421421,América do Sul
Ecuador,1997,10.982498,América do Sul
Ecuador,1998,13.46585,América do Sul
Ecuador,1999,13.551352,América do Sul
Ecuador,2000,14.517079,América do Sul
Ecuador,2001,12.907223,América do Sul
Ecuador,2002,14.582335,América do Sul
Ecuador,2007,15.948822,América do Sul
Ecuador,2008,17.983282,América do Sul
Ecuador,2009,17.805342,América do Sul
Ecuador,2010,17.505487,América do Sul
Ecuador,2011,15.376308,América do Sul
Ecuador,2012,12.412907,América do Sul
Ecuador,2013,10.971195,América do Sul
Ecuador,2014,8.209052,América do Sul
Ecuador,2015,6.4831214,América do Sul
Ecuador,2016,5.8334804,América do Sul
Ecuador,2017,5.8094463,América do Sul
Ecuador,2018,5.8416734,América do Sul
Ecuador,2019,6.8439674,América do Sul
Ecuador,2020,7.800509,América do Sul
Ecuador,2021,14.024255,América do Sul
Ecuador,2022,26.992945,América do Sul
Ecuador,2023,,América do Sul
Egypt,1990,0.47015947,África
Egypt,1991,0.49137506,África
Egypt,1992,0.46008325,África
Egypt,1993,0.39750937,África
Egypt,1994,0.36797592,África
Egypt,2003,0.62003607,África
Egypt,2004,0.41536367,África
Egypt,2005,0.6601302,África
Egypt,2006,0.6808908,África
Egypt,2007,0.8270619,África
Egypt,2008,1.1533216,África
Egypt,2009,1.0666534,África
Egypt,2010,2.1076782,África
Egypt,2011,3.0302672,África
Egypt,2012,2.4188852,África
Egypt,2014,3.0232553,África
Egypt,2015,1.750853,África
Egypt,2016,1.5353159,África
Egypt,2017,1.3360921,África
Egypt,2023,,África
El Salvador,1994,134.77866,América do Norte
El Salvador,1995,138.77397,América do Norte
El Salvador,1996,117.161224,América do Norte
El Salvador,1997,112.50055,América do Norte
El Salvador,1998,94.883965,América do Norte
El Salvador,1999,64.90709,América do Norte
El Salvador,2000,59.595715,América do Norte
El Salvador,2001,59.95229,América do Norte
El Salvador,2002,47.161377,América do Norte
El Salvador,2003,55.684155,América do Norte
El Salvador,2004,64.56631,América do Norte
El Salvador,2005,64.29476,América do Norte
El Salvador,2006,65.07651,América do Norte
El Salvador,2007,57.85778,América do Norte
El Salvador,2008,52.38873,América do Norte
El Salvador,2009,71.93999,América do Norte
El Salvador,2010,65.21062,América do Norte
El Salvador,2011,71.21967,América do Norte
El Salvador,2012,42.10158,América do Norte
El Salvador,2013,40.626335,América do Norte
El Salvador,2014,63.144905,América do Norte
El Salvador,2015,106.8196,América do Norte
El Salvador,2016,84.40911,América do Norte
El Salvador,2017,63.223522,América do Norte
El Salvador,2018,53.3113,América do Norte
El Salvador,2019,38.183395,América do Norte
El Salvador,2020,21.310303,América do Norte
El Salvador,2021,17.183578,América do Norte
El Salvador,2022,7.8277984,América do Norte
El Salvador,2023,,América do Norte
United Kingdom,1991,1.2256633,Europa
United Kingdom,1992,1.1420002,Europa
United Kingdom,1993,1.1101114,Europa
United Kingdom,1994,1.2383543,Europa
United Kingdom,1995,1.2911537,Europa
United Kingdom,1996,1.1398464,Europa
United Kingdom,1997,1.1772772,Europa
United Kingdom,1998,1.2374299,Europa
United Kingdom,1999,1.2901121,Europa
United Kingdom,2000,1.457609,Europa
United Kingdom,2001,1.5106958,Europa
United Kingdom,2002,1.7946037,Europa
United Kingdom,2003,1.4679388,Europa
United Kingdom,2004,1.463726,Europa
United Kingdom,2005,1.32337,Europa
United Kingdom,2006,1.3197196,Europa
United Kingdom,2007,1.3422228,Europa
United Kingdom,2008,1.1615244,Europa
United Kingdom,2009,1.0717793,Europa
United Kingdom,2010,1.1365999,Europa
United Kingdom,2011,0.9346472,Europa
United Kingdom,2012,0.9599101,Europa
United Kingdom,2013,0.91311,Europa
United Kingdom,2014,0.8779164,Europa
United Kingdom,2015,0.92942244,Europa
United Kingdom,2016,1.1801741,Europa
United Kingdom,2017,1.1864921,Europa
United Kingdom,2018,1.0843123,Europa
United Kingdom,2019,1.1372844,Europa
United Kingdom,2020,0.9326902,Europa
United Kingdom,2021,1.1476983,Europa
Equatorial Guinea,2023,,África
Eritrea,2012,14.572975,África
Eritrea,2023,,África
Estonia,1990,7.512698,Europa
Estonia,1991,7.6007886,Europa
Estonia,1992,14.087415,Europa
Estonia,1993,18.744566,Europa
Estonia,1994,20.464489,Europa
Estonia,1995,16.933111,Europa
Estonia,1996,14.916322,Europa
Estonia,1997,12.522072,Europa
Estonia,1998,13.889411,Europa
Estonia,1999,11.186328,Europa
Estonia,2000,10.237122,Europa
Estonia,2001,9.870353,Europa
Estonia,2002,10.295525,Europa
Estonia,2007,7.161106,Europa
Estonia,2008,6.432258,Europa
Estonia,2009,5.245206,Europa
Estonia,2010,5.2570906,Europa
Estonia,2011,4.8966837,Europa
Estonia,2012,4.7630496,Europa
Estonia,2013,3.9454257,Europa
Estonia,2014,3.118995,Europa
Estonia,2015,3.422946,Europa
Estonia,2016,2.5077398,Europa
Estonia,2017,2.2010567,Europa
Estonia,2018,2.117766,Europa
Estonia,2019,1.9592491,Europa
Estonia,2020,3.1592155,Europa
Estonia,2021,1.9567984,Europa
Estonia,2022,1.5082251,Europa
Estonia,2023,,Europa
Eswatini,1990,19.086405,África
Eswatini,1991,19.107317,África
Eswatini,1992,18.807455,África
Eswatini,1993,18.249496,África
Eswatini,1994,15.9373,África
Eswatini,1998,16.415329,África
Eswatini,1999,11.19436,África
Eswatini,2000,12.421191,África
Eswatini,2001,17.66859,África
Eswatini,2002,12.75208,África
Eswatini,2003,12.7503195,África
Eswatini,2004,13.699093,África
Eswatini,2005,12.967797,África
Eswatini,2006,11.783973,África
Eswatini,2007,11.162269,África
Eswatini,2008,19.910631,África
Eswatini,2009,17.079403,África
Eswatini,2010,18.910467,África
Eswatini,2011,15.560372,África
Eswatini,2012,9.357197,África
Eswatini,2013,9.120832,África
Eswatini,2014,10.48083,África
Eswatini,2015,9.877101,África
Eswatini,2016,10.15296,África
Eswatini,2017,11.290691,África
Eswatini,2021,12.664906,África
Eswatini,2023,,África
Ethiopia,2012,8.631964,África
Ethiopia,2023,,África
Ethiopia,2023,,África
Europe,2000,7.7709756,Outros
Europe,2001,8.07029,Outros
Europe,2002,8.155012,Outros
Europe,2003,7.668064,Outros
Europe,2004,7.176179,Outros
Europe,2005,6.523952,Outros
Europe,2006,5.4910893,Outros
Europe,2007,4.9456253,Outros
Europe,2008,3.858812,Outros
Europe,2009,3.667208,Outros
Europe,2010,3.4851217,Outros
Europe,2011,3.402852,Outros
Europe,2012,3.3826323,Outros
Europe,2013,3.3395998,Outros
Europe,2014,3.4196727,Outros
Europe,2015,3.4586172,Outros
Europe,2016,3.3354065,Outros
Europe,2017,2.9369102,Outros
Europe,2018,2.6214626,Outros
Europe,2019,2.4577613,Outros
Europe,2020,2.3697846,Outros
Europe,2021,2.244574,Outros
Europe,2022,2.1853955,Outros
Falkland Islands,2023,,América do Sul
Faroe Islands,2023,,Europa
Guatemala,2023,,América do Norte
Fiji,1990,4.1003036,Oceania
Fiji,1991,2.1660686,Oceania
Fiji,1992,3.304279,Oceania
Fiji,1993,1.9006625,Oceania
Fiji,1994,4.425878,Oceania
Fiji,1995,3.0293622,Oceania
Fiji,1996,1.6320617,Oceania
Fiji,1997,1.6157659,Oceania
Fiji,2003,2.912716,Oceania
Fiji,2004,2.653761,Oceania
Fiji,2005,2.6288013,Oceania
Fiji,2006,2.491272,Oceania
Fiji,2007,2.3578339,Oceania
Fiji,2008,1.8957758,Oceania
Fiji,2009,3.2172801,Oceania
Fiji,2010,2.2095308,Oceania
Fiji,2011,2.2017837,Oceania
Fiji,2012,2.1952474,Oceania
Fiji,2013,2.0800195,Oceania
Fiji,2014,2.1844554,Oceania
Fiji,2020,2.1729164,Oceania
Fiji,2023,,Oceania
Finland,1990,3.0482028,Europa
Finland,1991,3.0714896,Europa
Finland,1992,3.093936,Europa
Finland,1993,2.5658207,Europa
Finland,1994,2.8888726,Europa
Finland,1995,2.8582935,Europa
Finland,1996,2.9855297,Europa
Finland,1997,2.7043102,Europa
Finland,1998,2.1926653,Europa
Finland,1999,2.7683718,Europa
Finland,2000,2.8592353,Europa
Finland,2001,3.0069373,Europa
Finland,2002,2.5381706,Europa
Finland,2003,1.9758338,Europa
Finland,2004,2.8308342,Europa
Finland,2005,2.2683642,Europa
Finland,2006,2.259672,Europa
Finland,2007,2.4391677,Europa
Finland,2008,2.5031285,Europa
Finland,2009,2.2476897,Europa
Finland,2010,2.2001495,Europa
Finland,2011,2.041511,Europa
Finland,2012,1.643929,Europa
Finland,2013,1.6363688,Europa
Finland,2014,1.6112967,Europa
Finland,2015,1.4964975,Europa
