country ,Year,"Homicide rate per 100,000 population - sex: Total - age: Total"
Costa Rica,2005,7.7620196
Costa Rica,2006,8.017045
Costa Rica,2007,8.310775
Costa Rica,2008,11.372923
Costa Rica,2009,11.505265
Costa Rica,2010,11.401369
Costa Rica,2011,10.128363
Costa Rica,2012,8.592672
Costa Rica,2013,8.577627
Costa Rica,2014,9.846646
Costa Rica,2015,11.378396
Costa Rica,2016,11.688089
Costa Rica,2017,12.074871
Costa Rica,2018,11.605453
Costa Rica,2019,11.072799
Costa Rica,2020,11.126065
Costa Rica,2021,11.40871
Costa Rica,2022,12.662066
Costa Rica,2023,17.382385
Cote d'Ivoire,2023,
Croatia,1990,2.811002
Croatia,1991,9.020497
Croatia,1992,8.065321
Croatia,1993,4.5488663
Croatia,1994,2.9671583
Croatia,1995,3.4532254
Croatia,1996,2.5637636
Croatia,1997,2.5045776
Croatia,1998,2.2532513
Croatia,1999,2.4102511
Croatia,2000,2.2205446
Croatia,2001,1.7973005
Croatia,2002,1.6284214
Croatia,2003,1.5466902
Croatia,2004,1.86796
Croatia,2005,1.5350989
Croatia,2006,1.6751329
Croatia,2007,1.4073216
Croatia,2008,1.6159633
Croatia,2009,1.1181777
Croatia,2010,1.4191923
Croatia,2011,1.12596
Croatia,2012,1.1773953
Croatia,2013,1.0675693
Croatia,2014,0.8403416
Croatia,2015,0.86960304
Croatia,2016,1.041728
Croatia,2017,1.097206
Croatia,2018,0.57685584
Croatia,2019,0.7990795
Croatia,2020,0.97635514
Croatia,2021,0.8127807
Croatia,2022,0.76916254
Croatia,2023,
Cuba,1992,6.240873
Cuba,1993,7.3978868
Cuba,1994,8.275768
Cuba,1995,7.7974114
Cuba,1996,6.6769857
Cuba,1997,6.792064
Cuba,1998,7.413612
Cuba,1999,5.501308
Cuba,2000,5.2855306
Cuba,2001,5.4313054
Cuba,2002,5.9176097
Cuba,2003,5.7325435
Cuba,2004,5.879578
Cuba,2005,6.082101
Cuba,2006,5.1151667
Cuba,2007,5.0399795
Cuba,2008,4.5669756
Cuba,2009,5.0074515
Cuba,2010,4.4728193
Cuba,2011,4.726203
Cuba,2012,5.4910607
Cuba,2013,5.953233
Cuba,2014,5.2947283
Cuba,2015,5.458605
Cuba,2016,5.043197
Cuba,2017,4.5517077
Cuba,2018,4.334299
Cuba,2019,4.41825
Cuba,2023,
Curacao,2001,7.110808
Curacao,2002,27.584743
Curacao,2003,30.047237
Curacao,2004,28.259686
Curacao,2005,17.655487
Curacao,2006,12.02694
Curacao,2007,17.091825
Curacao,2023,
Cyprus,1990,0.6341154
Cyprus,1991,0.12514697
Cyprus,1992,0.24678227
Cyprus,1993,0.6053375
Cyprus,1994,0.8289478
Cyprus,1995,1.043578
Cyprus,1996,1.136288
Cyprus,1997,0.66854566
Cyprus,1998,0.7653117
Cyprus,1999,1.0734221
Cyprus,2000,0.8436705
Cyprus,2001,0.72551644
Cyprus,2002,0.20362565
Cyprus,2004,1.5706524
Cyprus,2005,1.928525
Cyprus,2006,1.4212109
Cyprus,2007,1.2105714
Cyprus,2008,0.82388157
Cyprus,2009,1.710211
Cyprus,2010,0.70816135
Cyprus,2011,0.7859672
Cyprus,2012,1.9021976
Cyprus,2013,1.0283049
Cyprus,2014,0.9345834
Cyprus,2015,1.263392
Cyprus,2016,1.0852488
Cyprus,2017,0.5792194
Cyprus,2018,1.2306874
Cyprus,2019,1.2206664
Cyprus,2020,1.212085
Cyprus,2021,1.2859793
Cyprus,2022,0.6392388
Cyprus,2023,0.8729203
Czechia,1994,2.0055606
Czechia,1995,1.7067988
Czechia,1996,1.6803211
Czechia,1997,1.8192352
Czechia,1998,1.695273
Czechia,1999,1.6781884
Czechia,2000,1.8661984
Czechia,2001,1.3196125
Czechia,2002,1.3576645
Czechia,2003,1.5905484
Czechia,2004,1.3059157
Czechia,2005,1.0505722
Czechia,2006,1.2615461
Czechia,2007,1.2188246
Czechia,2008,1.0984159
Czechia,2009,0.90198064
Czechia,2010,0.98425674
Czechia,2011,0.81933016
Czechia,2012,0.9989473
Czechia,2013,0.8559565
Czechia,2014,0.7701683
Czechia,2015,0.8362
Czechia,2016,0.6174252
Czechia,2017,0.62670296
Czechia,2019,0.863634
Czechia,2020,0.60773224
Czechia,2021,0.43764713
Czechia,2022,0.83857554
Czechia,2023,
Czechoslovakia,2023,
Democratic Republic of Congo,2023,
Democratic Republic of Vietnam,2023,
Denmark,1990,0.79694843
Denmark,1991,1.3182573
Denmark,1992,1.1979591
Denmark,1993,1.3670208
Denmark,1994,1.4384902
Denmark,1995,1.1269872
Denmark,1996,1.2937576
Denmark,1997,1.6674935
Denmark,1998,0.9247042
Denmark,1999,0.97747046
Denmark,2000,1.0860091
Denmark,2001,0.9700137
Denmark,2002,0.89240944
Denmark,2010,0.75664103
Denmark,2011,0.8249618
Denmark,2012,0.83914185
Denmark,2013,0.85327494
Denmark,2014,1.3095832
Denmark,2015,1.0919731
Denmark,2016,0.9812757
Denmark,2017,1.2375191
Denmark,2018,1.005777
Denmark,2019,0.86268204
Denmark,2020,0.8239437
Denmark,2021,0.6320205
Denmark,2022,0.9860153
Denmark,2023,
Djibouti,2023,
Dominica,1998,13.055209
Dominica,1999,10.189599
Dominica,2000,2.926287
Dominica,2001,1.4672976
Dominica,2002,13.184495
Dominica,2003,11.688643
Dominica,2004,11.666229
Dominica,2005,11.649326
Dominica,2006,7.273574
Dominica,2007,10.178117
Dominica,2008,10.177081
Dominica,2009,18.899057
Dominica,2010,21.816595
Dominica,2011,8.728289
Dominica,2014,12.973721
Dominica,2015,12.855949
Dominica,2016,22.83268
Dominica,2017,26.987486
Dominica,2018,18.35575
Dominica,2019,18.200146
Dominica,2020,20.834925
Dominica,2021,13.809771
Dominica,2022,26.121326
Dominica,2023,
Dominican Republic,1991,12.4752655
Dominican Republic,1992,10.865263
Dominican Republic,1993,12.275487
Dominican Republic,1994,13.011504
Dominican Republic,1995,12.795827
Dominican Republic,1996,12.880175
Dominican Republic,1997,12.736077
Dominican Republic,1998,13.535172
Dominican Republic,1999,12.673316
Dominican Republic,2000,14.167304
Dominican Republic,2001,12.631156
Dominican Republic,2002,14.542187
Dominican Republic,2003,21.323223
Dominican Republic,2004,24.759134
Dominican Republic,2005,26.121775
Dominican Republic,2006,23.093077
Dominican Republic,2007,22.452177
Dominican Republic,2008,25.139275
Dominican Republic,2009,24.616344
Dominican Republic,2010,25.307508
Dominican Republic,2011,25.37426
Dominican Republic,2012,22.610172
Dominican Republic,2013,19.474157
Dominican Republic,2014,17.603382
Dominican Republic,2016,15.350139
Dominican Republic,2017,11.420795
Dominican Republic,2018,9.920551
Dominican Republic,2019,9.428515
Dominican Republic,2020,8.73663
Dominican Republic,2021,10.541584
Dominican Republic,2022,12.369954
Dominican Republic,2023,
Duchy of Modena and Reggio,2023,
Duchy of Parma and Piacenza,2023,
East Germany,2023,
East Timor,2004,2.4313192
East Timor,2005,4.7456264
East Timor,2006,4.9267797
East Timor,2007,6.082236
East Timor,2008,3.3554602
East Timor,2009,3.0031722
East Timor,2010,3.5829551
East Timor,2015,4.063648
East Timor,2023,
Ecuador,1990,8.536017
Ecuador,1991,10.789536
Ecuador,1992,8.566804
Ecuador,1993,8.317742
Ecuador,1994,10.037319
Ecuador,1995,11.867913
Ecuador,1996,12.421421
Ecuador,1997,10.982498
Ecuador,1998,13.46585
Ecuador,1999,13.551352
Ecuador,2000,14.517079
Ecuador,2001,12.907223
Ecuador,2002,14.582335
Ecuador,2007,15.948822
Ecuador,2008,17.983282
Ecuador,2009,17.805342
Ecuador,2010,17.505487
Ecuador,2011,15.376308
Ecuador,2012,12.412907
Ecuador,2013,10.971195
Ecuador,2014,8.209052
Ecuador,2015,6.4831214
Ecuador,2016,5.8334804
Ecuador,2017,5.8094463
Ecuador,2018,5.8416734
Ecuador,2019,6.8439674
Ecuador,2020,7.800509
Ecuador,2021,14.024255
Ecuador,2022,26.992945
Ecuador,2023,
Egypt,1990,0.47015947
Egypt,1991,0.49137506
Egypt,1992,0.46008325
Egypt,1993,0.39750937
Egypt,1994,0.36797592
Egypt,2003,0.62003607
Egypt,2004,0.41536367
Egypt,2005,0.6601302
Egypt,2006,0.6808908
Egypt,2007,0.8270619
Egypt,2008,1.1533216
Egypt,2009,1.0666534
Egypt,2010,2.1076782
Egypt,2011,3.0302672
Egypt,2012,2.4188852
Egypt,2014,3.0232553
Egypt,2015,1.750853
Egypt,2016,1.5353159
Egypt,2017,1.3360921
Egypt,2023,
El Salvador,1994,134.77866
El Salvador,1995,138.77397
El Salvador,1996,117.161224
El Salvador,1997,112.50055
El Salvador,1998,94.883965
El Salvador,1999,64.90709
El Salvador,2000,59.595715
El Salvador,2001,59.95229
El Salvador,2002,47.161377
El Salvador,2003,55.684155
El Salvador,2004,64.56631
El Salvador,2005,64.29476
El Salvador,2006,65.07651
El Salvador,2007,57.85778
El Salvador,2008,52.38873
El Salvador,2009,71.93999
El Salvador,2010,65.21062
El Salvador,2011,71.21967
El Salvador,2012,42.10158
El Salvador,2013,40.626335
El Salvador,2014,63.144905
El Salvador,2015,106.8196
El Salvador,2016,84.40911
El Salvador,2017,63.223522
El Salvador,2018,53.3113
El Salvador,2019,38.183395
El Salvador,2020,21.310303
El Salvador,2021,17.183578
El Salvador,2022,7.8277984
El Salvador,2023,
England and Wales,1991,1.2256633
England and Wales,1992,1.1420002
England and Wales,1993,1.1101114
England and Wales,1994,1.2383543
England and Wales,1995,1.2911537
England and Wales,1996,1.1398464
England and Wales,1997,1.1772772
England and Wales,1998,1.2374299
England and Wales,1999,1.2901121
England and Wales,2000,1.457609
England and Wales,2001,1.5106958
England and Wales,2002,1.7946037
England and Wales,2003,1.4679388
England and Wales,2004,1.463726
England and Wales,2005,1.32337
England and Wales,2006,1.3197196
England and Wales,2007,1.3422228
England and Wales,2008,1.1615244
England and Wales,2009,1.0717793
England and Wales,2010,1.1365999
England and Wales,2011,0.9346472
England and Wales,2012,0.9599101
England and Wales,2013,0.91311
England and Wales,2014,0.8779164
England and Wales,2015,0.92942244
England and Wales,2016,1.1801741
England and Wales,2017,1.1864921
England and Wales,2018,1.0843123
England and Wales,2019,1.1372844
England and Wales,2020,0.9326902
England and Wales,2021,1.1476983
Equatorial Guinea,2023,
Eritrea,2012,14.572975
Eritrea,2023,
Estonia,1990,7.512698
Estonia,1991,7.6007886
Estonia,1992,14.087415
Estonia,1993,18.744566
Estonia,1994,20.464489
Estonia,1995,16.933111
Estonia,1996,14.916322
Estonia,1997,12.522072
Estonia,1998,13.889411
Estonia,1999,11.186328
Estonia,2000,10.237122
Estonia,2001,9.870353
Estonia,2002,10.295525
Estonia,2007,7.161106
Estonia,2008,6.432258
Estonia,2009,5.245206
Estonia,2010,5.2570906
Estonia,2011,4.8966837
Estonia,2012,4.7630496
Estonia,2013,3.9454257
Estonia,2014,3.118995
Estonia,2015,3.422946
Estonia,2016,2.5077398
Estonia,2017,2.2010567
Estonia,2018,2.117766
Estonia,2019,1.9592491
Estonia,2020,3.1592155
Estonia,2021,1.9567984
Estonia,2022,1.5082251
Estonia,2023,
Eswatini,1990,19.086405
Eswatini,1991,19.107317
Eswatini,1992,18.807455
Eswatini,1993,18.249496
Eswatini,1994,15.9373
Eswatini,1998,16.415329
Eswatini,1999,11.19436
Eswatini,2000,12.421191
Eswatini,2001,17.66859
Eswatini,2002,12.75208
Eswatini,2003,12.7503195
Eswatini,2004,13.699093
Eswatini,2005,12.967797
Eswatini,2006,11.783973
Eswatini,2007,11.162269
Eswatini,2008,19.910631
Eswatini,2009,17.079403
Eswatini,2010,18.910467
Eswatini,2011,15.560372
Eswatini,2012,9.357197
Eswatini,2013,9.120832
Eswatini,2014,10.48083
Eswatini,2015,9.877101
Eswatini,2016,10.15296
Eswatini,2017,11.290691
Eswatini,2021,12.664906
Eswatini,2023,
Ethiopia,2012,8.631964
Ethiopia,2023,
Ethiopia (former),2023,
Europe (UN),2000,7.7709756
Europe (UN),2001,8.07029
Europe (UN),2002,8.155012
Europe (UN),2003,7.668064
Europe (UN),2004,7.176179
Europe (UN),2005,6.523952
Europe (UN),2006,5.4910893
Europe (UN),2007,4.9456253
Europe (UN),2008,3.858812
Europe (UN),2009,3.667208
Europe (UN),2010,3.4851217
Europe (UN),2011,3.402852
Europe (UN),2012,3.3826323
Europe (UN),2013,3.3395998
Europe (UN),2014,3.4196727
Europe (UN),2015,3.4586172
Europe (UN),2016,3.3354065
Europe (UN),2017,2.9369102
Europe (UN),2018,2.6214626
Europe (UN),2019,2.4577613
Europe (UN),2020,2.3697846
Europe (UN),2021,2.244574
Europe (UN),2022,2.1853955
Falkland Islands,2023,
Faroe Islands,2023,
Federal Republic of Central America,2023,
Fiji,1990,4.1003036
Fiji,1991,2.1660686
Fiji,1992,3.304279
Fiji,1993,1.9006625
Fiji,1994,4.425878
Fiji,1995,3.0293622
Fiji,1996,1.6320617
Fiji,1997,1.6157659
Fiji,2003,2.912716
Fiji,2004,2.653761
Fiji,2005,2.6288013
Fiji,2006,2.491272
Fiji,2007,2.3578339
Fiji,2008,1.8957758
Fiji,2009,3.2172801
Fiji,2010,2.2095308
Fiji,2011,2.2017837
Fiji,2012,2.1952474
Fiji,2013,2.0800195
Fiji,2014,2.1844554
Fiji,2020,2.1729164
Fiji,2023,
Finland,1990,3.0482028
Finland,1991,3.0714896
Finland,1992,3.093936
Finland,1993,2.5658207
Finland,1994,2.8888726
Finland,1995,2.8582935
Finland,1996,2.9855297
Finland,1997,2.7043102
Finland,1998,2.1926653
Finland,1999,2.7683718
Finland,2000,2.8592353
Finland,2001,3.0069373
Finland,2002,2.5381706
Finland,2003,1.9758338
Finland,2004,2.8308342
Finland,2005,2.2683642
Finland,2006,2.259672
Finland,2007,2.4391677
Finland,2008,2.5031285
Finland,2009,2.2476897
Finland,2010,2.2001495
Finland,2011,2.041511
Finland,2012,1.643929
Finland,2013,1.6363688
Finland,2014,1.6112967
Finland,2015,1.4964975
Finland,2016,1.3466251
Finland,2017,1.2163815
Finland,2018,1.5955149
Finland,2019,1.4669828
Finland,2020,1.7723224
Finland,2021,1.2825164
Finland,2022,1.2453198
Finland,2023,
France,1990,2.401933
France,1991,2.392082
France,1992,2.360015
France,1993,2.6624026
France,1994,2.4567506
France,1995,2.3267012
France,1996,2.0321684
France,1997,1.6649561
France,1998,1.6546046
France,1999,1.6331859
France,2000,1.7915143
France,2001,1.774132
France,2002,1.8847018
France,2003,1.652484
France,2004,1.6470233
France,2005,1.6129544
France,2006,1.442896
France,2007,1.6191262
France,2008,1.654218
France,2009,1.318983
France,2010,1.2747306
France,2011,1.3635943
France,2012,1.2430353
France,2013,1.2268063
France,2014,1.2455084
France,2015,1.5859641
France,2016,1.2173907
France,2017,1.106883
France,2018,1.0827998
France,2019,1.1692591
France,2020,1.0732001
France,2021,1.13743
France,2022,1.2703742
France,2023,1.559687
French Guiana,2004,29.944216
French Guiana,2005,22.35925
French Guiana,2006,20.204985
French Guiana,2007,13.126836
French Guiana,2008,14.644203
French Guiana,2009,13.421408
French Guiana,2018,13.000024
French Guiana,2019,13.300023
French Guiana,2020,13.300023
French Guiana,2023,
French Polynesia,2006,1.0913019
French Polynesia,2007,2.5163789
French Polynesia,2008,3.2078872
French Polynesia,2009,0.35425505
French Polynesia,2023,
Gabon,2023,
Gambia,2023,
Georgia,1990,5.007756
Georgia,1991,7.872823
Georgia,1992,14.696541
Georgia,1993,17.123318
Georgia,1994,11.564827
Georgia,1995,8.016112
Georgia,1996,5.6707535
Georgia,1997,6.142199
Georgia,1998,5.378004
Georgia,1999,5.552394
Georgia,2000,5.6035256
Georgia,2001,6.345787
Georgia,2002,7.1901207
Georgia,2004,7.470806
Georgia,2005,10.173731
Georgia,2006,8.210749
Georgia,2007,8.447522
Georgia,2008,6.7788763
Georgia,2009,5.4471884
Georgia,2010,4.8738136
Georgia,2016,1.0341783
Georgia,2017,2.4125772
Georgia,2018,2.3592877
Georgia,2019,2.042001
Georgia,2023,
Germany,1990,1.1729844
Germany,1991,1.4122455
Germany,1992,1.4437997
Germany,1993,1.6730069
Germany,1994,2.4096794
Germany,1995,2.5048301
Germany,1996,2.3652885
Germany,1997,2.2103224
Germany,1998,1.9650563
Germany,1999,1.6258575
Germany,2000,1.6725591
Germany,2001,1.4488207
Germany,2002,1.4390357
Germany,2003,1.3485471
Germany,2004,1.3683347
Germany,2005,1.2855216
Germany,2006,1.2170813
Germany,2007,1.0938139
Germany,2008,1.0231787
Germany,2009,0.9881786
Germany,2010,0.97509885
Germany,2011,0.9063736
Germany,2012,0.8081371
Germany,2013,0.8349597
Germany,2014,0.87467664
Germany,2015,0.8309653
Germany,2016,1.1696627
Germany,2017,0.9839711
Germany,2018,0.9505807
Germany,2019,0.7492651
Germany,2020,0.9384489
Germany,2021,0.83324784
Germany,2022,0.8228395
Germany,2023,
Ghana,2001,2.144034
Ghana,2002,1.931755
Ghana,2003,2.044116
Ghana,2004,2.06332
Ghana,2005,1.7469034
Ghana,2006,1.783659
Ghana,2007,1.6829535
Ghana,2008,1.7676497
Ghana,2009,1.7113706
Ghana,2010,1.650067
Ghana,2011,1.6141378
Ghana,2012,2.0849807
Ghana,2013,2.001773
Ghana,2014,1.9257805
Ghana,2015,1.8184376
Ghana,2016,1.8575975
Ghana,2017,2.015071
Ghana,2018,1.6196618
Ghana,2019,1.8114166
Ghana,2020,1.7246522
Ghana,2021,1.8365651
Ghana,2022,1.8132464
Ghana,2023,
Gibraltar,2009,0
Gibraltar,2010,3.1987717
Gibraltar,2023,
Grand Duchy of Baden,2023,
Grand Duchy of Tuscany,2023,
Great Colombia,2023,
Greece,1990,1.0094877
Greece,1991,1.3280025
Greece,1992,1.307453
Greece,1993,1.4199919
Greece,1994,1.2491293
Greece,1995,1.4075413
Greece,1996,1.5642636
Greece,1997,1.8666196
Greece,1998,1.6088524
Greece,1999,1.4098777
Greece,2001,1.1921769
Greece,2002,0.847105
Greece,2004,0.9986423
Greece,2005,1.1877502
Greece,2006,0.99044734
Greece,2007,1.1720694
Greece,2008,1.3003873
Greece,2009,1.3748817
Greece,2010,1.5951011
Greece,2011,1.6720091
Greece,2012,1.5140964
Greece,2013,1.4018042
Greece,2014,0.98499775
Greece,2015,0.86058193
Greece,2016,0.7814141
Greece,2017,0.8043225
Greece,2018,0.9310399
Greece,2019,0.7376567
Greece,2020,0.7419928
Greece,2021,0.85205257
Greece,2022,1.126628
Greece,2023,
Greenland,1992,23.344557
Greenland,1993,21.540892
Greenland,1994,10.771896
Greenland,1995,19.717678
Greenland,1996,5.360972
Greenland,1997,19.617634
Greenland,1998,10.690899
Greenland,1999,19.605572
Greenland,2000,23.13826
Greenland,2001,30.149328
Greenland,2002,21.214533
Greenland,2003,8.813911
Greenland,2004,19.34372
Greenland,2005,17.578709
Greenland,2006,14.0817795
Greenland,2007,14.107357
Greenland,2008,14.139896
Greenland,2009,17.717302
Greenland,2010,19.520506
Greenland,2011,1.7765933
Greenland,2012,14.235255
Greenland,2013,12.4801655
Greenland,2014,7.148921
Greenland,2015,7.156339
Greenland,2016,5.3651905
Greenland,2023,
Grenada,2000,13.96232
Grenada,2001,5.5588756
Grenada,2002,12.935296
Grenada,2003,8.276623
Grenada,2004,5.4786267
Grenada,2005,9.977008
Grenada,2006,10.811979
Grenada,2007,9.845647
Grenada,2008,14.22494
Grenada,2009,6.1810427
Grenada,2010,8.7689295
Grenada,2011,3.4807427
Grenada,2012,12.078076
Grenada,2013,5.130639
Grenada,2014,6.7812414
Grenada,2015,5.0428853
Grenada,2016,9.169265
Grenada,2017,9.923876
Grenada,2018,9.849144
Grenada,2019,13.037437
Grenada,2020,11.321091
Grenada,2021,4.012519
Grenada,2022,6.377678
Grenada,2023,
Guadeloupe,2004,6.3627944
Guadeloupe,2005,5.7038913
Guadeloupe,2006,5.986142
Guadeloupe,2007,7.220864
Guadeloupe,2008,7.958318
Guadeloupe,2009,8.940168
Guadeloupe,2011,6.6973753
Guadeloupe,2012,7.692613
Guadeloupe,2013,8.698958
Guadeloupe,2014,5.2389064
Guadeloupe,2015,9.772268
Guadeloupe,2016,5.781015
Guadeloupe,2023,
Guam,2000,1.2485368
Guam,2001,4.95284
Guam,2002,1.230296
Guam,2003,4.8964105
Guam,2004,5.487671
Guam,2005,4.2571177
Guam,2006,6.679824
Guam,2007,0.60693055
Guam,2008,0.60707426
Guam,2009,3.038036
Guam,2010,1.8192292
Guam,2011,2.4147444
Guam,2019,4.151248
Guam,2023,
Guatemala,1992,27.869926
Guatemala,1993,32.862526
Guatemala,1994,32.08544
Guatemala,1995,31.457798
Guatemala,1996,34.03781
Guatemala,1997,36.6608
Guatemala,1998,29.595764
Guatemala,1999,23.160456
Guatemala,2000,24.7446
Guatemala,2001,26.896059
Guatemala,2002,29.544691
Guatemala,2003,33.705887
Guatemala,2004,35.06728
Guatemala,2005,40.64628
Guatemala,2006,43.87729
Guatemala,2007,42.207535
Guatemala,2008,45.00892
Guatemala,2009,45.569904
Guatemala,2010,40.981575
Guatemala,2011,38.298565
Guatemala,2012,34.075195
Guatemala,2013,33.42484
Guatemala,2014,33.429344
Guatemala,2017,32.78298
Guatemala,2018,28.89584
Guatemala,2019,25.645466
Guatemala,2020,18.960163
Guatemala,2021,19.990364
Guatemala,2023,
Guernsey,2023,
Guinea,2023,
Guinea-Bissau,2016,3.4885902
Guinea-Bissau,2017,1.1171241
Guinea-Bissau,2023,
Guyana,1990,12.046314
Guyana,1991,25.803104
Guyana,1992,14.093998
Guyana,1993,15.658678
Guyana,1994,14.408722
Guyana,1995,14.500669
Guyana,1996,11.677739
Guyana,1997,11.519959
Guyana,1998,14.9333315
Guyana,1999,12.005055
Guyana,2000,10.012503
Guyana,2001,10.5289545
Guyana,2002,18.807783
Guyana,2003,27.479698
Guyana,2004,17.22722
Guyana,2005,18.691368
Guyana,2006,20.174915
Guyana,2007,15.201154
Guyana,2008,20.950739
Guyana,2009,15.573877
Guyana,2010,18.718292
Guyana,2011,17.467718
Guyana,2012,18.68365
Guyana,2013,20.737991
Guyana,2014,19.837175
Guyana,2015,19.73429
Guyana,2016,18.706684
Guyana,2017,15.067107
Guyana,2018,14.130875
Guyana,2019,17.02654
Guyana,2020,19.69388
Guyana,2021,16.28205
Guyana,2022,16.198326
Guyana,2023,
Haiti,2007,5.1587834
Haiti,2008,5.2009096
Haiti,2009,6.1455374
Haiti,2010,6.878068
Haiti,2011,9.181951
Haiti,2012,10.219083
Haiti,2013,10.125515
Haiti,2014,9.411548
Haiti,2015,10.138438
Haiti,2016,9.5950575
Haiti,2018,6.746927
Haiti,2020,11.32062
Haiti,2021,14.107799
Haiti,2022,18.84334
Haiti,2023,40.845173
Honduras,1990,9.806251
Honduras,1991,13.54259
Honduras,1992,17.869907
Honduras,1993,22.786228
Honduras,1994,29.762339
Honduras,1995,26.38989
Honduras,1999,39.568558
Honduras,2000,47.71115
Honduras,2001,51.010098
Honduras,2002,51.610363
Honduras,2003,56.55467
Honduras,2004,49.28619
Honduras,2005,42.460865
Honduras,2006,40.25719
Honduras,2007,45.277523
Honduras,2008,54.987938
Honduras,2009,63.788895
Honduras,2010,73.79067
Honduras,2011,82.38905
Honduras,2012,81.570755
Honduras,2013,71.769295
Honduras,2014,64.538765
Honduras,2015,55.387558
Honduras,2016,54.435154
Honduras,2017,40.13777
Honduras,2018,37.874573
Honduras,2019,40.94859
Honduras,2020,35.695362
Honduras,2021,38.245453
Honduras,2022,35.07188
Honduras,2023,
Hong Kong,1990,2.3464634
Hong Kong,1991,1.5531497
Hong Kong,1992,1.7976972
Hong Kong,1993,1.4121956
Hong Kong,1994,1.5562419
Hong Kong,1995,1.1691488
Hong Kong,1996,1.2157682
Hong Kong,1997,1.583547
Hong Kong,1998,0.97768766
Hong Kong,1999,0.94851446
Hong Kong,2000,0.6388167
Hong Kong,2001,0.9703682
Hong Kong,2002,1.0074688
Hong Kong,2003,0.75510526
Hong Kong,2004,0.6506652
Hong Kong,2005,0.49013424
Hong Kong,2006,0.50283056
Hong Kong,2007,0.25708938
Hong Kong,2008,0.51058924
Hong Kong,2009,0.6624762
Hong Kong,2010,0.4907158
Hong Kong,2011,0.23692174
Hong Kong,2012,0.3732344
Hong Kong,2013,0.8496844
Hong Kong,2014,0.36723787
Hong Kong,2015,0.29730377
Hong Kong,2016,0.37655023
Hong Kong,2017,0.32165033
Hong Kong,2018,0.64157784
Hong Kong,2019,0.32016554
Hong Kong,2020,0.29329586
Hong Kong,2021,0.3068885
Hong Kong,2022,0.40059474
Hong Kong,2023,
Hungary,1990,1.9371645
Hungary,1991,2.9591084
Hungary,1992,2.9411592
Hungary,1993,2.8771641
Hungary,1994,3.026367
Hungary,1995,2.8662257
Hungary,1996,2.6289577
Hungary,1997,2.8095841
Hungary,1998,2.8164988
Hungary,1999,2.4730563
Hungary,2000,2.0093992
Hungary,2001,2.4955897
Hungary,2002,2.000315
Hungary,2003,2.253396
Hungary,2004,2.0704358
Hungary,2005,1.6280297
Hungary,2006,1.7301273
Hungary,2007,1.5336856
Hungary,2008,1.8057547
Hungary,2009,1.3888084
Hungary,2010,1.3818206
Hungary,2011,1.4568113
Hungary,2012,1.249732
Hungary,2013,1.5563982
Hungary,2014,1.4795446
Hungary,2015,2.2449663
Hungary,2016,2.0580523
Hungary,2017,1.6344975
Hungary,2018,0.8796732
Hungary,2019,0.66517967
Hungary,2020,0.8102088
Hungary,2021,0.7930144
Hungary,2022,0.97318155
Hungary,2023,
Iceland,1994,0
Iceland,1995,0
Iceland,1996,0.37155867
Iceland,1997,0.7370405
Iceland,1998,0
Iceland,1999,0.7203936
Iceland,2000,1.7764387
Iceland,2001,0.35058442
Iceland,2002,1.3898637
Iceland,2005,1.010004
Iceland,2006,0
Iceland,2007,0.6413278
Iceland,2008,0
Iceland,2009,0.3136758
Iceland,2010,0.6282729
Iceland,2011,0.93957585
Iceland,2012,0.3115464
Iceland,2013,0.30861863
Iceland,2014,0.3052098
Iceland,2015,0.9061815
Iceland,2016,0.29790765
Iceland,2017,0.87302697
Iceland,2018,0.8499884
Iceland,2019,0.27718145
Iceland,2020,1.3636277
Iceland,2021,0.5400516
Iceland,2022,1.072678
Iceland,2023,
India,1990,5.0734553
India,1991,5.46425
India,1992,5.474815
India,1993,5.175898
India,1994,5.020619
India,1995,4.810433
India,1996,4.7709646
India,1997,4.7307525
India,1998,4.825762
India,1999,4.5921187
India,2000,4.5456276
India,2001,4.3022475
India,2002,4.1642046
India,2003,3.967281
India,2004,4.0914764
India,2005,3.9055507
India,2006,3.8350396
India,2007,3.8129203
India,2008,3.8118565
India,2009,3.744892
India,2010,3.744921
India,2011,3.788104
India,2012,3.7252629
India,2013,3.5533159
India,2014,3.6225762
India,2015,3.3543067
India,2016,3.1614263
India,2017,3.089066
India,2018,3.0424323
India,2019,2.9625943
India,2020,2.9483943
India,2021,2.9362788
India,2022,2.8316934
India,2023,
Indonesia,1998,0.84577996
Indonesia,1999,0.99053586
Indonesia,2000,1.0295581
Indonesia,2003,0.7329205
Indonesia,2004,0.62804675
Indonesia,2022,0.30743954
Indonesia,2023,
Iran,2009,2.9802475
Iran,2013,2.596263
Iran,2014,2.42116
Iran,2023,
Iraq,1990,6.6144223
Iraq,1991,6.5615554
Iraq,1992,7.5983076
Iraq,1993,5.7940016
Iraq,1994,6.2573857
Iraq,2008,15.729824
Iraq,2009,8.432093
Iraq,2010,8.607103
Iraq,2011,8.1351385
Iraq,2012,7.9641047
Iraq,2013,9.410459
Iraq,2023,
Ireland,1990,0.4877524
Ireland,1991,0.65624195
Ireland,1992,0.70854306
Ireland,1993,0.64867306
Ireland,1994,0.70236593
Ireland,1995,1.2012911
Ireland,1996,1.1644903
Ireland,1997,1.043913
Ireland,1998,1.0329828
